Time,Temperature,Brightness
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.69,0
07/11/2021 02:12,23.69,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.69,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.69,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:12,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.56,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.56,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.56,0
07/11/2021 02:13,23.63,0
07/11/2021 02:13,23.63,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.63,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
07/11/2021 02:14,23.56,0
